N,P,K,temperature,humidity,ph,rainfall,label
33.53,74.93,68.65,26.99,62.84,6.91,92.53,Soybean
116.68,53.76,115.27,36.07,75.67,5.99,168.06,Banana
74.07,46.93,55.81,25.45,67.07,7.18,83.62,Sunflower
39.66,80.51,68.48,25.59,59.13,7.11,95.89,Soybean
85.26,47.2,41.75,34.37,85.54,6.31,219.85,Rice
33.83,48.77,56.22,29.34,55.83,6.78,82.98,Groundnut
54.02,44.04,50.05,29.99,61.14,7.64,70.26,Jowar
32.61,84.67,48.13,18.26,57.36,7.82,46.11,Chickpea
26.29,59.42,67.16,24.69,66.02,6.75,118.77,Soybean
61.8,43.04,62.84,11.97,50.25,7.07,52.98,Barley
66.32,39.63,36.4,35.02,43.13,7.3,47.5,Jowar
94.07,57.59,59.87,19.27,52.8,6.55,80.58,Onion
79.41,39.78,44.07,31.51,55.56,7.32,55.61,Jowar
24.38,59.6,36.25,13.07,35.3,7.25,41.21,Lentil
27.74,67.42,49.88,15.77,47.29,7.71,41.69,Chickpea
126.01,57.69,98.32,36.95,72.85,6.84,180.67,Sugarcane
106.31,63.93,74.74,10.97,52.69,7.3,70.33,Wheat
130.63,51.97,127.91,34.22,77.52,6.24,176.1,Banana
114.7,65.82,77.47,31.18,77.91,7.45,169.56,Sugarcane
29.36,85.98,50.18,19.19,57.3,6.79,53.58,Chickpea
82.06,54.29,52.85,35.96,86.92,7.13,171.9,Jute
104.32,55.81,42.25,30.89,81.0,6.98,215.36,Jute
75.54,46.27,33.18,32.78,47.16,7.4,45.83,Bajra
71.75,41.18,51.56,23.48,57.79,6.75,90.37,Sunflower
87.12,50.77,48.13,11.27,46.01,6.77,31.99,Mustard
23.12,78.48,40.56,18.46,47.86,6.9,47.51,Chickpea
81.69,53.5,51.4,30.26,82.54,6.8,176.52,Jute
70.38,28.36,45.52,34.68,45.01,7.97,81.01,Jowar
28.15,71.13,65.46,27.04,67.71,6.66,103.22,Soybean
88.54,40.64,60.28,8.65,55.48,7.65,45.93,Barley
92.94,56.91,51.33,29.38,83.05,6.99,195.09,Jute
86.21,25.57,40.3,31.04,43.77,7.43,79.5,Cotton
20.65,82.1,48.34,26.02,69.14,6.65,117.32,Soybean
59.64,50.52,54.34,26.38,61.02,7.11,79.08,Sunflower
92.38,51.17,42.08,37.47,87.14,6.91,203.76,Jute
134.13,66.0,81.74,35.86,74.05,7.23,180.51,Sugarcane
61.3,32.01,49.07,37.22,46.26,7.27,62.88,Jowar
70.66,40.47,56.64,10.72,46.38,6.95,45.97,Mustard
77.19,55.31,40.31,12.87,60.15,7.16,49.89,Barley
84.38,39.76,49.8,30.23,40.96,7.54,88.75,Cotton
116.9,63.95,71.03,14.02,60.11,6.95,72.47,Wheat
73.37,35.77,37.01,33.39,45.0,6.26,40.46,Bajra
99.69,69.74,78.61,20.88,77.82,6.52,109.2,Tomato
89.95,59.35,93.29,24.52,75.99,6.41,75.11,Tomato
93.69,43.25,58.22,33.23,89.5,6.73,230.67,Rice
37.28,71.58,45.42,31.44,64.13,6.02,75.53,Groundnut
82.91,73.6,73.35,21.04,62.26,6.65,97.17,Tomato
136.71,73.7,91.24,30.3,83.88,5.7,152.69,Banana
100.87,56.34,64.68,25.88,60.54,5.84,122.86,Maize
91.74,45.57,59.7,24.57,67.9,5.98,100.6,Maize
95.69,36.62,45.01,35.17,88.49,6.92,243.03,Jute
130.78,56.86,98.44,36.27,82.86,7.41,170.43,Sugarcane
107.37,51.96,100.88,30.7,87.05,6.15,162.29,Banana
119.6,49.89,125.23,36.45,75.35,6.26,159.55,Banana
52.29,42.7,49.36,25.7,58.59,6.65,76.36,Sunflower
95.88,54.0,62.52,23.0,64.89,5.96,126.74,Maize
80.88,36.0,46.83,34.6,47.96,7.29,40.39,Jowar
75.24,36.1,56.37,15.89,63.24,6.92,39.83,Barley
55.9,48.9,37.38,36.8,52.37,7.34,50.09,Jowar
136.57,49.72,110.77,30.28,75.31,5.61,196.78,Banana
109.93,58.77,71.12,24.13,60.59,5.82,127.71,Maize
20.57,62.43,51.76,27.3,62.64,6.75,131.58,Soybean
26.81,42.68,44.16,28.68,55.93,6.09,106.86,Groundnut
109.66,64.16,89.56,12.01,53.23,6.79,55.18,Wheat
22.46,67.16,49.76,16.91,51.23,7.54,38.05,Chickpea
101.54,60.04,83.41,16.42,56.16,6.99,62.46,Wheat
91.08,52.91,67.62,22.9,61.25,5.89,105.05,Maize
25.4,57.68,25.96,18.28,41.54,6.46,44.07,Lentil
96.3,55.56,55.22,26.88,80.88,6.7,218.42,Rice
19.14,72.79,37.13,18.77,40.03,7.67,43.59,Lentil
94.06,59.22,81.99,25.89,71.05,6.06,67.94,Tomato
94.91,54.62,65.31,13.86,64.13,7.3,62.77,Barley
37.36,84.29,54.83,26.93,69.89,6.34,121.57,Soybean
20.06,74.63,33.21,17.48,45.24,7.76,48.44,Lentil
33.83,60.42,64.26,25.89,61.03,6.87,100.57,Soybean
67.63,30.55,58.96,10.13,54.83,6.17,36.77,Mustard
105.96,62.23,100.49,31.88,88.36,6.26,200.7,Banana
125.23,50.79,124.26,35.02,79.51,5.82,200.34,Banana
59.25,30.03,38.22,30.07,61.7,6.95,68.62,Jowar
91.29,50.06,55.59,23.98,66.44,6.44,142.33,Maize
19.83,63.39,38.97,15.79,43.8,7.19,44.22,Lentil
101.14,63.66,65.37,23.96,67.28,6.45,141.85,Maize
115.53,60.58,126.84,20.83,84.01,6.07,109.46,Potato
107.02,47.63,50.29,31.57,86.53,6.91,182.9,Jute
83.95,40.96,80.26,22.61,57.99,6.36,57.45,Onion
74.78,44.25,30.18,37.54,48.5,7.02,51.6,Bajra
125.74,86.58,100.16,17.09,72.01,5.65,99.82,Potato
15.91,72.63,41.39,17.29,35.22,6.57,33.55,Lentil
128.75,54.94,90.15,32.61,78.53,6.74,168.91,Banana
101.53,59.8,63.11,26.3,61.63,6.0,107.24,Maize
28.68,84.71,61.65,24.94,62.13,6.21,120.53,Soybean
53.59,32.38,54.84,32.78,61.65,6.04,115.59,Mango
98.97,61.29,83.39,27.69,70.91,6.66,88.15,Tomato
100.35,45.43,97.52,26.63,76.88,6.63,104.54,Tomato
75.21,40.3,58.96,35.73,53.22,7.64,75.51,Cotton
94.79,55.66,70.11,27.71,60.25,6.55,104.61,Tomato
84.34,37.97,51.95,32.93,80.93,6.3,223.92,Jute
98.71,48.73,69.72,20.9,75.43,6.17,93.94,Tomato
76.16,44.33,66.94,31.41,55.51,5.73,116.15,Mango
102.94,47.63,60.16,32.15,83.76,6.36,234.29,Jute
124.71,72.45,88.67,32.81,83.87,7.22,155.58,Sugarcane
77.93,25.98,52.51,36.87,43.09,6.83,68.0,Bajra
78.08,54.95,42.02,16.57,42.14,6.67,44.29,Mustard
32.22,73.18,58.66,26.16,60.91,6.88,98.07,Soybean
104.5,50.9,70.75,24.04,63.61,6.2,124.91,Maize
62.98,36.74,42.97,34.22,41.94,7.83,56.9,Bajra
72.99,42.77,53.52,25.05,58.57,7.15,92.95,Sunflower
121.65,65.06,94.22,36.78,71.56,6.88,188.81,Sugarcane
115.39,52.89,125.24,33.67,85.83,6.03,210.95,Banana
61.03,42.55,44.69,30.95,46.02,6.81,72.89,Jowar
89.47,52.86,67.38,8.72,46.88,6.92,53.67,Barley
55.34,27.23,33.18,37.49,57.0,7.9,43.39,Jowar
124.59,63.36,85.03,32.29,85.68,5.74,208.07,Banana
67.12,48.47,49.34,16.13,64.37,6.56,35.15,Barley
24.58,67.88,55.3,24.0,60.97,6.96,94.32,Soybean
102.26,65.7,87.24,14.77,64.92,7.18,52.22,Wheat
76.52,36.01,65.03,36.53,58.0,6.99,111.82,Mango
105.0,71.89,120.8,16.6,71.14,5.76,82.17,Potato
86.68,55.42,42.13,25.75,87.28,6.5,234.42,Rice
51.4,31.02,42.64,31.07,56.6,7.82,35.97,Bajra
100.99,66.9,103.32,28.06,79.35,5.95,217.18,Banana
124.56,63.21,110.17,36.23,87.19,6.04,190.87,Banana
88.37,68.69,73.66,24.35,61.63,6.37,72.99,Tomato
63.12,40.11,54.67,22.27,59.63,6.83,97.39,Sunflower
98.37,59.02,51.54,28.57,87.88,6.25,228.2,Rice
106.78,41.72,56.23,29.75,84.68,6.35,220.69,Jute
81.96,32.95,49.47,35.74,85.34,6.61,241.73,Jute
82.8,37.96,59.03,16.2,50.5,6.52,65.33,Barley
106.22,34.17,53.51,37.58,85.03,6.33,193.3,Jute
52.36,53.34,55.52,22.98,64.43,6.65,92.62,Sunflower
101.9,47.04,68.48,21.96,77.15,6.07,101.72,Tomato
81.48,47.17,42.32,33.63,86.23,6.33,203.18,Rice
116.79,74.08,101.21,15.97,77.7,6.19,115.06,Potato
93.05,57.75,71.93,22.15,64.94,6.03,133.47,Maize
31.28,82.73,40.79,15.43,55.45,6.97,34.89,Chickpea
59.12,32.57,67.12,31.25,60.23,6.6,76.52,Mango
56.82,47.37,47.02,36.79,66.06,5.96,66.89,Mango
24.83,88.05,52.75,17.84,40.69,6.57,37.1,Chickpea
23.64,62.44,45.79,26.3,62.29,6.9,122.67,Soybean
20.02,67.01,48.98,24.39,62.5,6.4,96.19,Soybean
89.53,49.79,65.63,10.85,45.19,6.71,68.88,Barley
101.77,53.92,71.39,24.98,60.38,6.23,135.81,Maize
77.9,50.56,40.24,30.38,42.19,6.5,83.16,Jowar
22.79,82.38,36.41,16.99,52.03,6.97,31.25,Chickpea
62.6,34.81,48.65,39.1,43.0,6.7,49.51,Bajra
88.53,35.02,40.52,9.19,58.74,7.47,31.95,Barley
25.79,56.62,51.78,23.06,70.93,7.05,105.89,Soybean
60.84,52.3,54.45,10.85,40.98,6.8,49.3,Mustard
31.66,71.79,37.94,17.04,49.14,7.01,44.21,Chickpea
96.28,53.7,42.21,27.89,83.1,6.25,225.75,Rice
102.43,47.01,55.33,36.72,87.33,6.35,203.63,Jute
106.49,50.05,57.56,22.37,60.62,6.07,116.86,Maize
88.78,48.68,45.93,11.96,57.79,6.07,50.31,Mustard
53.74,40.78,50.41,33.37,43.41,6.97,43.21,Jowar
94.3,46.8,59.24,26.31,69.24,6.12,135.7,Maize
90.78,44.67,75.78,26.6,64.21,6.06,126.68,Maize
26.52,45.47,44.07,24.2,59.01,6.01,115.15,Groundnut
84.78,32.24,46.01,10.46,46.69,6.98,28.16,Mustard
51.36,46.69,44.78,24.16,65.17,6.95,97.16,Sunflower
70.53,31.73,42.89,31.86,53.58,7.04,68.79,Cotton
19.72,58.44,39.85,19.04,51.05,6.39,43.5,Lentil
55.58,45.74,38.88,34.57,48.33,7.48,59.25,Bajra
86.26,53.09,44.64,25.14,87.64,6.62,238.12,Rice
22.56,72.78,40.49,12.0,43.59,6.65,46.87,Lentil
73.78,32.73,59.87,11.32,54.06,6.83,54.83,Mustard
67.18,37.9,53.27,10.16,49.99,7.6,61.16,Barley
81.43,61.18,82.59,23.81,68.29,6.09,73.23,Tomato
32.09,70.74,51.53,27.83,69.14,5.98,82.1,Groundnut
80.76,46.48,59.3,23.63,70.67,6.28,83.96,Onion
54.44,46.28,45.0,37.77,51.17,6.41,51.78,Jowar
85.39,33.82,64.81,35.8,88.6,7.07,245.56,Jute
114.76,65.97,87.62,10.5,53.86,6.97,56.81,Wheat
85.43,69.37,81.27,20.81,75.23,6.44,92.11,Tomato
63.3,46.12,55.13,15.16,51.44,7.58,54.9,Barley
23.61,57.24,42.8,19.73,38.44,7.36,46.05,Lentil
105.61,40.76,56.51,33.76,89.67,6.33,230.71,Jute
73.3,34.87,54.16,31.11,61.43,7.11,82.8,Jowar
50.51,39.39,48.55,32.57,40.26,7.54,43.52,Bajra
124.08,83.25,112.52,16.82,71.77,6.05,115.1,Potato
77.48,49.38,38.11,25.29,57.35,6.97,99.02,Sunflower
100.76,66.43,75.25,10.52,53.46,7.3,75.54,Wheat
81.44,27.12,31.33,39.61,43.6,7.19,32.99,Bajra
71.74,51.37,54.06,32.53,51.55,6.53,64.79,Jowar
22.09,66.2,49.6,31.72,54.35,5.93,90.69,Groundnut
63.76,34.05,42.39,33.79,52.9,5.82,71.64,Mango
65.58,41.48,69.65,28.31,59.28,6.98,118.75,Mango
77.88,73.6,95.4,20.52,63.0,6.46,75.46,Tomato
109.51,48.33,69.88,22.54,67.27,5.86,147.96,Maize
76.05,36.24,38.35,38.8,50.07,7.1,61.38,Bajra
44.1,59.07,54.22,30.91,53.05,6.71,87.2,Groundnut
107.18,65.16,129.87,32.13,76.5,5.91,211.32,Banana
106.19,32.16,54.85,34.27,81.59,6.27,212.79,Jute
28.15,57.11,64.24,22.9,70.98,6.62,94.1,Soybean
66.28,56.58,57.24,26.49,55.07,6.33,72.29,Sunflower
113.01,68.67,87.88,19.2,51.42,7.04,72.22,Wheat
77.03,30.25,44.45,35.67,41.27,7.74,87.74,Cotton
69.58,43.26,75.37,20.53,65.77,6.52,86.53,Onion
114.43,61.02,113.54,32.08,88.87,6.02,164.59,Banana
54.92,34.93,57.6,28.41,63.09,6.61,112.3,Mango
35.06,52.36,58.31,29.58,66.67,6.61,86.61,Groundnut
24.17,66.83,33.39,19.1,39.17,6.9,33.23,Lentil
120.45,73.26,112.77,35.14,76.3,6.43,161.17,Banana
130.39,55.23,110.36,30.7,87.52,6.28,159.47,Banana
39.45,77.8,53.68,25.89,65.55,6.32,134.39,Soybean
61.04,27.97,36.82,36.63,40.2,6.54,43.08,Bajra
27.18,64.89,65.77,23.03,69.84,7.06,114.55,Soybean
64.57,36.99,42.76,32.65,52.26,7.62,48.23,Jowar
76.72,46.89,45.04,11.3,63.23,6.67,55.41,Barley
94.28,41.5,63.14,22.86,68.52,6.17,107.19,Maize
123.23,71.18,87.63,35.03,81.19,6.75,193.78,Sugarcane
32.43,71.79,53.07,21.99,56.55,7.67,50.31,Chickpea
115.95,61.41,103.71,18.4,72.39,5.78,105.83,Potato
93.09,51.29,65.2,26.12,63.0,6.25,143.87,Maize
108.87,51.23,86.66,32.26,81.49,5.81,201.14,Banana
91.53,54.32,78.22,22.53,76.51,6.66,91.07,Tomato
79.48,49.4,57.39,22.16,64.46,7.02,71.6,Sunflower
103.39,64.27,59.39,25.58,65.09,6.11,112.71,Maize
66.63,36.55,67.63,35.2,52.52,6.03,116.24,Mango
87.24,46.69,40.52,25.24,88.32,6.27,225.9,Rice
114.74,64.53,89.79,10.55,55.33,6.98,65.09,Wheat
84.77,47.9,52.91,17.33,41.05,6.17,37.43,Mustard
83.17,35.76,55.61,32.52,47.23,7.97,86.89,Cotton
97.24,52.45,59.47,32.17,83.22,6.83,202.99,Jute
98.88,54.27,68.18,22.23,67.38,6.38,107.88,Maize
112.88,63.81,71.09,15.99,63.54,6.88,56.49,Wheat
72.8,54.43,60.37,13.38,64.09,7.72,65.9,Barley
77.78,33.99,56.11,31.29,44.39,7.68,72.62,Cotton
92.77,58.7,66.74,26.7,68.96,6.22,134.32,Maize
130.59,59.32,92.73,37.35,78.48,7.11,153.45,Sugarcane
61.96,44.08,50.05,13.93,50.34,6.29,44.89,Mustard
56.08,34.84,61.21,32.12,68.13,6.42,73.46,Mango
72.24,28.11,41.71,28.3,42.03,7.82,73.18,Jowar
50.17,26.98,60.9,30.36,68.23,6.5,85.26,Mango
23.74,75.53,42.23,12.23,50.97,6.37,40.36,Lentil
18.91,55.57,27.82,15.52,39.79,7.45,27.67,Lentil
59.02,28.14,49.78,34.88,54.73,5.76,68.72,Mango
35.33,78.01,51.41,24.12,58.05,6.29,96.34,Soybean
116.49,63.97,73.13,17.38,55.41,7.17,58.12,Wheat
127.99,50.82,106.97,31.12,77.46,6.29,186.06,Banana
36.45,71.5,68.44,22.76,71.5,7.12,119.96,Soybean
90.81,41.89,55.58,9.2,50.03,6.87,56.25,Barley
51.36,28.55,58.5,32.59,54.54,5.86,99.74,Mango
74.48,34.54,49.72,13.26,46.55,6.31,49.66,Barley
92.25,60.88,56.93,15.26,55.5,7.13,76.19,Onion
79.95,61.27,81.44,19.17,70.86,7.02,86.54,Onion
95.22,43.2,49.23,25.09,82.47,6.73,249.59,Rice
107.16,69.9,83.69,19.49,52.14,6.88,66.64,Wheat
18.2,66.86,42.27,13.39,35.33,7.28,26.34,Lentil
21.45,70.25,43.18,15.66,51.79,7.19,29.01,Lentil
73.21,44.03,68.98,28.58,56.92,6.21,82.04,Mango
50.32,45.5,34.23,37.18,40.27,6.4,49.34,Bajra
25.02,63.76,53.39,27.62,69.67,6.77,118.19,Soybean
58.84,32.29,33.59,32.55,60.11,6.31,67.54,Jowar
92.4,52.29,82.18,20.4,62.42,6.56,85.9,Onion
63.2,48.64,52.77,24.05,64.74,6.64,81.32,Sunflower
120.9,67.59,91.85,30.11,82.55,6.79,159.33,Sugarcane
105.53,33.28,49.39,37.38,84.59,6.87,187.74,Jute
29.74,75.87,34.59,19.03,40.91,7.48,30.59,Lentil
61.65,41.06,45.06,11.01,51.86,6.23,25.57,Mustard
96.43,40.59,64.94,31.01,85.16,6.39,170.89,Jute
75.77,35.25,45.06,13.77,45.38,7.16,42.76,Barley
117.13,68.58,87.29,35.72,84.22,6.62,166.73,Sugarcane
117.91,69.26,111.72,20.74,70.45,5.5,112.47,Potato
94.26,55.22,51.23,32.71,84.94,6.52,221.38,Rice
65.37,46.08,54.2,30.22,41.9,6.83,64.8,Bajra
89.3,42.5,52.28,31.51,44.28,7.48,98.17,Cotton
120.08,67.79,88.34,36.16,79.41,6.5,188.16,Sugarcane
115.99,56.53,128.72,21.5,80.24,5.3,88.31,Potato
96.85,46.27,55.78,33.92,84.34,6.91,218.87,Rice
83.09,47.19,45.26,12.1,58.52,6.68,50.37,Barley
68.58,36.23,47.68,33.89,61.33,6.29,69.98,Mango
105.62,61.73,77.6,18.01,55.88,7.25,53.76,Wheat
126.41,45.21,123.47,28.19,88.32,5.93,195.89,Banana
88.54,39.02,57.55,10.96,51.11,6.6,50.8,Mustard
42.42,46.27,60.57,24.09,57.12,5.88,117.55,Groundnut
31.62,76.21,45.62,21.3,49.93,6.88,40.89,Chickpea
116.96,69.47,87.7,17.39,54.16,6.78,78.9,Wheat
82.65,48.94,41.21,11.63,48.84,6.37,37.33,Mustard
102.91,75.02,124.45,18.76,83.08,6.0,91.06,Potato
93.95,54.39,78.13,22.88,71.65,6.46,144.23,Maize
65.15,38.64,65.73,16.12,52.45,7.06,64.59,Onion
132.52,73.36,86.41,37.1,80.71,5.78,148.18,Banana
120.51,70.83,107.42,16.06,76.88,6.09,87.54,Potato
79.79,36.79,45.51,31.4,51.62,7.95,64.02,Cotton
80.99,48.67,57.01,36.94,45.53,6.31,66.96,Jowar
100.32,63.73,77.03,15.43,51.09,7.29,56.53,Wheat
126.93,60.87,120.63,37.71,89.5,6.53,178.99,Banana
22.78,64.66,34.37,17.08,50.86,7.19,46.43,Lentil
123.36,61.92,86.28,35.49,83.53,6.55,176.21,Sugarcane
84.01,41.42,35.77,31.84,57.85,7.02,42.69,Jowar
87.92,55.16,53.92,26.54,88.16,6.22,211.19,Rice
29.09,55.48,45.35,25.77,59.03,6.94,121.12,Soybean
92.41,44.03,47.9,25.39,84.76,6.54,211.39,Rice
69.28,37.8,49.12,32.55,55.86,6.9,114.9,Mango
52.73,49.56,55.33,29.86,57.09,5.52,74.16,Mango
22.87,71.69,40.65,19.69,43.92,7.51,32.28,Chickpea
115.73,65.73,112.18,15.15,79.94,5.57,108.56,Potato
110.01,66.46,80.21,11.2,54.68,7.3,75.84,Wheat
34.2,71.65,52.01,26.82,63.67,6.69,91.38,Soybean
86.26,54.86,50.36,10.75,43.0,6.32,28.11,Mustard
27.76,46.79,44.2,24.45,56.9,6.48,111.93,Groundnut
94.2,46.29,49.42,33.22,84.59,6.36,224.71,Rice
129.73,68.65,123.73,16.72,74.23,6.13,81.04,Potato
121.85,61.33,77.43,32.33,75.07,6.62,164.81,Sugarcane
80.94,42.12,43.35,32.12,46.68,7.71,75.04,Cotton
71.81,38.85,51.7,36.14,44.21,7.56,81.82,Jowar
19.64,60.18,33.18,13.56,51.36,6.53,47.83,Lentil
62.84,44.07,55.23,16.29,42.66,6.53,50.73,Mustard
107.22,55.39,55.32,26.17,65.02,6.2,132.45,Maize
87.92,36.9,46.5,30.2,51.25,7.21,93.38,Cotton
31.6,66.29,62.83,27.96,58.64,7.15,93.62,Soybean
73.74,43.33,39.15,23.68,59.32,6.76,71.39,Sunflower
38.96,71.01,54.64,26.15,57.75,6.62,94.25,Groundnut
129.5,68.02,127.2,15.61,76.17,5.67,97.63,Potato
39.83,55.86,71.64,23.48,64.17,7.08,102.22,Soybean
107.44,66.62,72.82,15.71,52.78,6.78,56.56,Wheat
116.73,62.15,72.41,18.52,52.35,7.47,75.28,Wheat
90.05,41.03,45.57,34.08,82.4,6.14,224.47,Rice
106.39,68.68,87.63,13.5,51.25,7.22,59.35,Wheat
93.66,49.94,52.36,33.69,85.71,6.03,246.55,Rice
97.18,54.97,48.78,31.11,81.6,6.67,208.96,Rice
137.85,70.94,90.23,29.16,74.37,7.47,165.97,Sugarcane
101.87,55.85,63.25,33.02,85.02,6.21,172.42,Jute
28.32,63.17,36.33,15.18,36.26,6.84,35.2,Lentil
71.63,51.08,47.56,16.65,51.82,6.51,32.11,Mustard
81.61,72.93,90.78,20.15,64.32,6.33,91.23,Tomato
102.12,63.55,78.26,16.76,59.87,6.57,61.86,Wheat
23.5,74.99,44.61,17.64,44.75,6.36,34.36,Lentil
115.89,53.54,93.98,28.67,80.07,5.61,183.23,Banana
112.62,67.62,87.6,33.27,83.9,6.53,188.67,Sugarcane
70.67,26.84,53.72,33.43,52.97,7.69,60.32,Cotton
119.85,62.41,87.49,18.31,53.37,6.9,62.29,Wheat
55.16,43.79,62.3,37.98,68.24,6.53,104.18,Mango
80.48,31.11,37.85,38.88,43.7,7.79,38.39,Bajra
63.45,28.25,50.25,35.44,51.14,7.22,73.24,Jowar
97.54,47.85,56.33,29.39,83.77,6.46,215.07,Rice
20.93,57.38,30.14,19.65,40.28,6.79,29.74,Lentil
74.91,35.96,49.06,37.02,41.5,7.26,90.07,Cotton
89.69,52.37,47.38,29.63,87.47,6.04,212.62,Rice
20.66,56.23,69.2,26.5,69.6,6.66,112.98,Soybean
25.9,78.68,30.06,17.94,35.93,7.25,33.77,Lentil
110.1,69.88,79.31,10.58,53.93,6.94,54.71,Wheat
24.5,46.38,44.15,31.27,62.43,6.6,97.8,Groundnut
103.85,68.31,89.52,36.62,76.6,6.66,169.1,Banana
83.94,37.88,52.26,35.75,49.64,7.52,87.27,Cotton
62.83,34.59,69.45,32.56,67.22,6.83,73.68,Mango
97.32,52.02,54.16,25.21,89.7,6.83,210.62,Rice
81.39,36.87,46.94,32.81,82.48,6.68,211.69,Jute
74.6,43.01,60.02,31.08,64.22,6.41,67.58,Mango
30.62,73.26,38.6,18.57,49.09,6.71,35.05,Chickpea
69.26,47.21,36.71,34.64,59.97,7.83,80.02,Jowar
29.17,55.07,40.91,14.83,36.08,6.74,33.04,Lentil
66.84,27.78,49.22,37.81,56.22,7.47,32.19,Bajra
75.62,50.42,57.03,11.88,50.79,6.86,37.26,Mustard
87.47,44.55,41.46,31.03,86.68,6.62,223.17,Rice
106.96,66.2,80.9,11.26,54.35,6.74,56.41,Wheat
27.65,59.38,43.09,15.53,47.3,7.52,37.63,Lentil
79.77,49.98,55.06,10.39,60.09,7.45,64.17,Barley
129.49,56.68,79.53,32.76,79.8,6.65,159.26,Sugarcane
75.04,62.39,95.26,21.77,65.99,6.47,76.11,Tomato
58.01,32.12,59.69,34.51,54.13,5.82,116.05,Mango
94.34,43.72,43.59,30.62,82.44,6.5,221.26,Jute
76.73,38.1,67.48,10.47,60.26,7.24,48.49,Barley
91.76,53.76,50.21,34.45,88.73,6.82,209.42,Jute
70.03,43.94,45.68,25.33,65.42,6.41,81.96,Sunflower
79.37,54.28,58.22,12.27,40.49,6.66,43.09,Mustard
104.67,66.25,84.94,12.19,50.9,6.63,68.18,Wheat
57.98,30.78,50.78,30.75,53.18,7.47,66.69,Jowar
54.72,30.18,53.69,29.21,48.61,6.79,40.72,Jowar
82.49,58.42,57.4,30.19,85.91,6.4,202.74,Rice
138.43,47.36,97.66,32.94,77.56,5.65,176.19,Banana
75.8,36.52,54.55,30.55,48.48,6.71,59.06,Bajra
56.02,30.26,53.87,28.2,46.05,7.93,41.1,Jowar
80.2,44.78,47.27,8.53,50.84,7.29,67.07,Barley
78.09,31.82,53.24,33.74,52.18,7.16,91.6,Cotton
70.56,28.43,51.3,35.63,43.04,7.67,67.3,Cotton
16.25,65.94,29.71,19.87,44.22,7.29,31.97,Lentil
115.46,62.37,83.55,15.66,63.94,6.89,51.98,Wheat
35.49,58.91,47.4,31.64,59.13,5.89,118.31,Groundnut
29.06,82.34,42.79,15.2,56.76,7.92,53.73,Chickpea
77.0,46.74,40.51,27.67,64.56,6.84,92.36,Sunflower
95.45,50.51,76.45,20.01,68.23,7.04,63.15,Onion
72.05,47.96,53.84,30.87,63.55,5.87,86.14,Mango
116.47,68.57,78.3,10.89,56.57,6.73,58.74,Wheat
58.68,41.54,68.76,29.49,61.41,6.88,74.71,Mango
60.77,41.91,48.84,16.05,45.03,6.22,32.68,Mustard
96.59,41.06,67.41,25.27,62.02,6.33,149.25,Maize
21.03,55.74,40.07,19.78,45.54,7.58,37.92,Lentil
69.94,43.84,45.15,12.46,51.74,6.15,43.52,Mustard
85.92,41.53,67.12,21.8,52.34,6.35,89.85,Onion
63.52,32.35,42.16,37.3,40.85,7.7,66.7,Bajra
129.81,46.59,88.58,34.85,80.56,6.44,172.36,Banana
102.37,71.59,97.47,21.77,72.92,6.49,98.02,Tomato
91.31,36.08,54.36,37.18,53.53,7.33,98.1,Cotton
69.33,41.02,47.2,15.19,48.46,6.96,35.57,Mustard
62.74,40.08,45.57,34.49,48.13,7.39,44.63,Jowar
122.55,52.39,115.19,35.67,87.67,5.87,142.05,Banana
84.34,27.95,54.62,31.21,60.43,6.68,72.83,Jowar
117.54,65.28,79.35,11.07,59.74,7.37,74.85,Wheat
27.47,75.95,41.66,13.22,45.72,6.32,46.2,Lentil
77.74,30.94,46.12,37.08,50.86,7.67,91.95,Cotton
80.28,48.17,47.13,14.57,56.38,6.98,31.82,Mustard
118.03,69.26,70.18,10.75,53.76,7.17,76.65,Wheat
26.49,73.44,59.59,23.25,66.75,6.31,114.05,Soybean
86.04,61.38,79.98,19.37,56.85,6.87,80.43,Onion
94.67,31.12,42.55,34.36,52.87,7.68,71.84,Cotton
51.17,58.73,57.19,22.17,64.31,6.42,91.04,Sunflower
57.12,46.01,61.49,32.56,50.59,5.9,105.09,Mango
50.7,55.63,54.34,26.48,58.64,6.84,79.49,Sunflower
107.59,69.11,82.31,14.12,64.02,6.55,56.31,Wheat
28.9,89.93,50.74,16.92,44.76,7.0,51.08,Chickpea
79.14,34.84,42.38,17.57,47.81,6.19,53.02,Mustard
79.7,60.58,83.76,19.52,62.78,6.92,71.0,Onion
25.06,71.17,29.38,18.07,36.48,7.03,25.25,Lentil
24.36,66.17,43.21,15.93,43.7,6.93,44.73,Lentil
85.51,33.4,52.27,36.09,48.19,7.63,97.41,Cotton
82.84,46.91,55.64,32.99,42.78,6.39,50.62,Jowar
104.94,47.79,62.66,27.03,60.87,6.42,112.83,Maize
33.05,84.62,45.61,15.72,52.78,7.04,32.14,Chickpea
26.76,61.85,33.03,15.31,43.35,6.55,36.31,Lentil
93.94,54.05,47.19,27.94,88.09,6.81,243.35,Rice
108.36,67.8,107.14,33.47,75.56,6.31,156.21,Banana
65.03,45.7,47.52,31.23,48.09,6.67,58.54,Bajra
28.84,65.77,44.69,13.73,47.14,7.1,45.42,Lentil
20.73,65.22,58.31,28.25,55.46,6.05,80.69,Groundnut
88.12,45.23,58.59,37.6,85.74,6.3,199.35,Jute
